"","chart_week","current_week","title","performer","last_week","peak_pos","wks_on_chart"
"331","2025-01-25","31","Perfumito Nuevo","Bad Bunny & RaiNao","LW","45","PEAK"
"332","2025-01-25","32","Weltita","Bad Bunny & Chuwi","LW","52","PEAK"
"333","2025-01-25","33","Not Like Us","Kendrick Lamar","LW","23","PEAK"
"334","2025-01-25","34","High Road","Koe Wetzel & Jessie Murph","LW","25","PEAK"
"335","2025-01-25","35","BMF","SZA","LW","34","PEAK"
"336","2025-01-25","36","Bed Chem","Sabrina Carpenter","LW","35","PEAK"
"337","2025-01-25","37","Whatchu Kno About Me","GloRilla & Sexyy Red","LW","26","PEAK"
"338","2025-01-25","38","Ketu Tecre","Bad Bunny","LW","59","PEAK"
"339","2025-01-25","39","Sailor Song","Gigi Perez","LW","30","PEAK"
"340","2025-01-25","40","Kloufrens","Bad Bunny","LW","66","PEAK"
"341","2025-01-25","41","Who","Jimin","LW","39","PEAK"
"342","2025-01-25","42","Bokete","Bad Bunny","LW","69","PEAK"
"343","2025-01-25","43","I Am Not Okay","Jelly Roll","LW","33","PEAK"
"344","2025-01-25","44","Wind Up Missin' You","Tucker Wetmore","LW","31","PEAK"
"345","2025-01-25","45","Turista","Bad Bunny","LW","77","PEAK"
"346","2025-01-25","46","No One Noticed","The Marias","LW","48","PEAK"
"347","2025-01-25","47","Please Please Please","Sabrina Carpenter","LW","32","PEAK"
"348","2025-01-25","48","Cafe Con Ron","Bad Bunny & Los Pleneros de La Cresta","LW","83","PEAK"
"349","2025-01-25","49","Wildflower","Billie Eilish","LW","41","PEAK"
"350","2025-01-25","50","Pitorro de Coco","Bad Bunny","LW","60","PEAK"
"351","2025-01-25","51","La Mudanza","Bad Bunny","LW","95","PEAK"
"352","2025-01-25","52","Liar","Jelly Roll","LW","49","PEAK"
"353","2025-01-25","53","I Never Lie","Zach Top","LW","55","PEAK"
"354","2025-01-25","54","Like Him","Tyler, The Creator Featuring Lola Young","LW","46","PEAK"
"355","2025-01-25","55","Pink Pony Club","Chappell Roan","LW","47","PEAK"
"356","2025-01-25","56","Loco","Neton Vega","LW","62","PEAK"
"357","2025-01-25","57","Que Pasaria...","Rauw Alejandro & Bad Bunny","LW","72","PEAK"
"358","2025-01-25","58","Indigo","Sam Barber Featuring Avery Anna","LW","61","PEAK"
"359","2025-01-25","59","Are You Even Real","Teddy Swims & GIVEON","LW","-","PEAK"
"360","2025-01-25","60","I'm Gonna Love You","Cody Johnson & Carrie Underwood","LW","56","PEAK"
"361","2025-01-25","61","Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future","LW","16","PEAK"
"362","2025-01-25","62","Lo Que Le Paso A Hawaii","Bad Bunny","LW","94","PEAK"
"363","2025-01-25","63","4x4xU","Lainey Wilson","LW","58","PEAK"
"364","2025-01-25","64","Bad Dreams","Teddy Swims","LW","85","PEAK"
"365","2025-01-25","65","Denial Is A River","Doechii","LW","76","PEAK"
"366","2025-01-25","66","Tu Boda","Oscar Maydon & Fuerza Regida","LW","68","PEAK"
"367","2025-01-25","67","Good News","Shaboozey","LW","64","PEAK"
"368","2025-01-25","68","Think I'm In Love With You","Chris Stapleton","LW","75","PEAK"
"369","2025-01-25","69","Guy For That","Post Malone Featuring Luke Combs","LW","78","PEAK"
"370","2025-01-25","70","I Ain't Sayin'","Jordan Davis","LW","81","PEAK"
"371","2025-01-25","71","Defying Gravity","Cynthia Erivo Featuring Ariana Grande","LW","67","PEAK"
"372","2025-01-25","72","No Pole","Don Toliver","LW","80","PEAK"
"373","2025-01-25","73","It's Ok I'm Ok","Tate McRae","LW","63","PEAK"
"374","2025-01-25","74","Am I Okay?","Megan Moroney","LW","82","PEAK"
"375","2025-01-25","75","Scorsese Baby Daddy","SZA","LW","70","PEAK"
"376","2025-01-25","76","Residuals","Chris Brown","LW","79","PEAK"
"377","2025-01-25","77","Heart Of A Woman","Summer Walker","LW","89","PEAK"
"378","2025-01-25","78","Help Me","Real Boston Richey","LW","84","PEAK"
"379","2025-01-25","79","Peekaboo","Kendrick Lamar Featuring AzChike","LW","90","PEAK"
"380","2025-01-25","80","Diet Pepsi","Addison Rae","LW","97","PEAK"
"381","2025-01-25","81","Popular","Ariana Grande","LW","92","PEAK"
"382","2025-01-25","82","Boys Back Home","Dylan Marlowe & Dylan Scott","LW","88","PEAK"
"383","2025-01-25","83","Stuff","Lil Baby Featuring Travis Scott","LW","51","PEAK"
"384","2025-01-25","84RE-ENTRY","Rosones","Tito Double P","LW","-","PEAK"
"385","2025-01-25","85RE-ENTRY","Nadie","Tito Double P","LW","-","PEAK"
"386","2025-01-25","86RE-ENTRY","Khe?","Rauw Alejandro & Romeo Santos","LW","-","PEAK"
"387","2025-01-25","87","Dos Dias","Tito Double P & Peso Pluma","LW","100","PEAK"
"388","2025-01-25","88","Hey Now","Kendrick Lamar Featuring Dody6","LW","93","PEAK"
"389","2025-01-25","89","By Myself","Lil Baby & Rylo Rodriguez Featuring Rod Wave","LW","44","PEAK"
"390","2025-01-25","90","Burning Down","Alex Warren","LW","98","PEAK"
"391","2025-01-25","91","Bigger Houses","Dan + Shay","LW","-","PEAK"
"392","2025-01-25","92RE-ENTRY","The Largest","BigXthaPlug","LW","-","PEAK"
"393","2025-01-25","93","Drive","SZA","LW","91","PEAK"
"394","2025-01-25","94","F U 2x","Lil Baby","LW","57","PEAK"
"395","2025-01-25","95RE-ENTRY","25","Rod Wave","LW","-","PEAK"
"396","2025-01-25","96","Dancing In The Flames","The Weeknd","LW","87","PEAK"
"397","2025-01-25","97","The Days","CHRYSTAL","LW","-","PEAK"
"398","2025-01-25","98","Outfit","Lil Baby & 21 Savage","LW","50","PEAK"
"399","2025-01-25","99","Forever Young","David Guetta, Alphaville & Ava Max","LW","-","PEAK"
"400","2025-01-25","100","Headlock","Imogen Heap","LW","-","PEAK"
"401","2025-02-01","1","Die With A Smile","Lady Gaga & Bruno Mars","LW","1","PEAK"
"402","2025-02-01","2","DTMF","Bad Bunny","LW","2","PEAK"
"403","2025-02-01","3","APT.","ROSE & Bruno Mars","LW","5","PEAK"
"404","2025-02-01","4","A Bar Song (Tipsy)","Shaboozey","LW","4","PEAK"
"405","2025-02-01","5","Luther","Kendrick Lamar & SZA","LW","6","PEAK"
"406","2025-02-01","6","Birds Of A Feather","Billie Eilish","LW","7","PEAK"
"407","2025-02-01","7","Lose Control","Teddy Swims","LW","9","PEAK"
"408","2025-02-01","8","That's So True","Gracie Abrams","LW","10","PEAK"
"409","2025-02-01","9","Baile Inolvidable","Bad Bunny","LW","3","PEAK"
"410","2025-02-01","10","Love Somebody","Morgan Wallen","LW","14","PEAK"
"411","2025-02-01","11","Espresso","Sabrina Carpenter","LW","13","PEAK"
"412","2025-02-01","12","I Had Some Help","Post Malone Featuring Morgan Wallen","LW","11","PEAK"
"413","2025-02-01","13","TV Off","Kendrick Lamar Featuring Lefty Gunplay","LW","15","PEAK"
"414","2025-02-01","14","Taste","Sabrina Carpenter","LW","12","PEAK"
"415","2025-02-01","15","Nuevayol","Bad Bunny","LW","8","PEAK"
"416","2025-02-01","16","Beautiful Things","Benson Boone","LW","18","PEAK"
"417","2025-02-01","17","Timeless","The Weeknd & Playboi Carti","LW","19","PEAK"
"418","2025-02-01","18","Smile","Morgan Wallen","LW","16","PEAK"
"419","2025-02-01","19","Sticky","Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne","LW","21","PEAK"
"420","2025-02-01","20","Too Sweet","Hozier","LW","22","PEAK"
"421","2025-02-01","21","Squabble Up","Kendrick Lamar","LW","20","PEAK"
"422","2025-02-01","22","Stargazing","Myles Smith","LW","25","PEAK"
"423","2025-02-01","23","30 For 30","SZA With Kendrick Lamar","LW","26","PEAK"
"424","2025-02-01","24","Messy","Lola Young","LW","29","PEAK"
"425","2025-02-01","25","Who","Jimin","LW","41","PEAK"
"426","2025-02-01","26","Voy A Llevarte Pa PR","Bad Bunny","LW","17","PEAK"
"427","2025-02-01","27","Good Luck, Babe!","Chappell Roan","LW","28","PEAK"
"428","2025-02-01","28","High Road","Koe Wetzel & Jessie Murph","LW","34","PEAK"
"429","2025-02-01","29","Not Like Us","Kendrick Lamar","LW","33","PEAK"
"430","2025-02-01","30","EOO","Bad Bunny","LW","24","PEAK"
"431","2025-02-01","31","BMF","SZA","LW","35","PEAK"
"432","2025-02-01","32","Whatchu Kno About Me","GloRilla & Sexyy Red","LW","37","PEAK"
"433","2025-02-01","33","Sailor Song","Gigi Perez","LW","39","PEAK"
"434","2025-02-01","34","Velda","Bad Bunny, Omar Courtz & Dei V","LW","23","PEAK"
"435","2025-02-01","35","Bed Chem","Sabrina Carpenter","LW","36","PEAK"
"436","2025-02-01","36","El Club","Bad Bunny","LW","27","PEAK"
"437","2025-02-01","37","No One Noticed","The Marias","LW","46","PEAK"
"438","2025-02-01","38","Tweaker","GELO","LW","30","PEAK"
"439","2025-02-01","39","Weltita","Bad Bunny & Chuwi","LW","32","PEAK"
"440","2025-02-01","40","I Am Not Okay","Jelly Roll","LW","43","PEAK"
"441","2025-02-01","41","Liar","Jelly Roll","LW","52","PEAK"
"442","2025-02-01","42","Wildflower","Billie Eilish","LW","49","PEAK"
"443","2025-02-01","43","Loco","Neton Vega","LW","56","PEAK"
"444","2025-02-01","44","Perfumito Nuevo","Bad Bunny & RaiNao","LW","31","PEAK"
"445","2025-02-01","45","Please Please Please","Sabrina Carpenter","LW","47","PEAK"
"446","2025-02-01","46","Pink Pony Club","Chappell Roan","LW","55","PEAK"
"447","2025-02-01","47","Wind Up Missin' You","Tucker Wetmore","LW","44","PEAK"
"448","2025-02-01","48","I Never Lie","Zach Top","LW","53","PEAK"
"449","2025-02-01","49","Indigo","Sam Barber Featuring Avery Anna","LW","58","PEAK"
"450","2025-02-01","50","Kloufrens","Bad Bunny","LW","40","PEAK"
"451","2025-02-01","51","I'm Gonna Love You","Cody Johnson & Carrie Underwood","LW","60","PEAK"
"452","2025-02-01","52","4x4xU","Lainey Wilson","LW","63","PEAK"
"453","2025-02-01","53","Ketu Tecre","Bad Bunny","LW","38","PEAK"
"454","2025-02-01","54","Like Him","Tyler, The Creator Featuring Lola Young","LW","54","PEAK"
"455","2025-02-01","55","Que Pasaria...","Rauw Alejandro & Bad Bunny","LW","57","PEAK"
"456","2025-02-01","56","Denial Is A River","Doechii","LW","65","PEAK"
"457","2025-02-01","57","Bad Dreams","Teddy Swims","LW","64","PEAK"
"458","2025-02-01","58","Cafe Con Ron","Bad Bunny & Los Pleneros de La Cresta","LW","48","PEAK"
"459","2025-02-01","59","Bokete","Bad Bunny","LW","42","PEAK"
"460","2025-02-01","60","Tu Boda","Oscar Maydon & Fuerza Regida","LW","66","PEAK"
"461","2025-02-01","61","Turista","Bad Bunny","LW","45","PEAK"
"462","2025-02-01","62","Good News","Shaboozey","LW","67","PEAK"
"463","2025-02-01","63","Think I'm In Love With You","Chris Stapleton","LW","68","PEAK"
"464","2025-02-01","64","I Ain't Sayin'","Jordan Davis","LW","70","PEAK"
"465","2025-02-01","65","Pitorro de Coco","Bad Bunny","LW","50","PEAK"
"466","2025-02-01","66","La Mudanza","Bad Bunny","LW","51","PEAK"
"467","2025-02-01","67","Guy For That","Post Malone Featuring Luke Combs","LW","69","PEAK"
"468","2025-02-01","68","No Pole","Don Toliver","LW","72","PEAK"
"469","2025-02-01","69","Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future","LW","61","PEAK"
"470","2025-02-01","70","Am I Okay?","Megan Moroney","LW","74","PEAK"
"471","2025-02-01","71","Diet Pepsi","Addison Rae","LW","80","PEAK"
"472","2025-02-01","72","Heart Of A Woman","Summer Walker","LW","77","PEAK"
"473","2025-02-01","73","Lo Que Le Paso A Hawaii","Bad Bunny","LW","62","PEAK"
"474","2025-02-01","74","Are You Even Real","Teddy Swims & GIVEON","LW","59","PEAK"
"475","2025-02-01","75","Help Me","Real Boston Richey","LW","78","PEAK"
"476","2025-02-01","76","Rosones","Tito Double P","LW","84","PEAK"
"477","2025-02-01","77","Funny Papers","Mac Miller","LW","-","PEAK"
"478","2025-02-01","78","Nadie","Tito Double P","LW","85","PEAK"
"479","2025-02-01","79","Peekaboo","Kendrick Lamar Featuring AzChike","LW","79","PEAK"
"480","2025-02-01","80","Defying Gravity","Cynthia Erivo Featuring Ariana Grande","LW","71","PEAK"
"481","2025-02-01","81","Dos Dias","Tito Double P & Peso Pluma","LW","87","PEAK"
"482","2025-02-01","82","The Largest","BigXthaPlug","LW","92","PEAK"
"483","2025-02-01","83","Burning Down","Alex Warren","LW","90","PEAK"
"484","2025-02-01","84","The Days","CHRYSTAL","LW","97","PEAK"
"485","2025-02-01","85","5 Dollar Pony Rides","Mac Miller","LW","-","PEAK"
"486","2025-02-01","86","Khe?","Rauw Alejandro & Romeo Santos","LW","86","PEAK"
"487","2025-02-01","87","It's Ok I'm Ok","Tate McRae","LW","73","PEAK"
"488","2025-02-01","88","Push 2 Start","Tyla","LW","-","PEAK"
"489","2025-02-01","89","Scorsese Baby Daddy","SZA","LW","75","PEAK"
"490","2025-02-01","90","Hey Now","Kendrick Lamar Featuring Dody6","LW","88","PEAK"
"491","2025-02-01","91","Boys Back Home","Dylan Marlowe & Dylan Scott","LW","82","PEAK"
"492","2025-02-01","92","GBP","Central Cee Featuring 21 Savage","LW","-","PEAK"
"493","2025-02-01","93","Forever Young","David Guetta, Alphaville & Ava Max","LW","99","PEAK"
"494","2025-02-01","94","Popular","Ariana Grande","LW","81","PEAK"
"495","2025-02-01","95","DJ's Chord Organ","Mac Miller Featuring SZA","LW","-","PEAK"
"496","2025-02-01","96","25","Rod Wave","LW","95","PEAK"
"497","2025-02-01","97","Stoned","Mac Miller","LW","-","PEAK"
"498","2025-02-01","98","Headlock","Imogen Heap","LW","100","PEAK"
"499","2025-02-01","99","Stuff","Lil Baby Featuring Travis Scott","LW","83","PEAK"
"500","2025-02-01","100RE-ENTRY","Wondering Why","The Red Clay Strays","LW","-","PEAK"
"501","2025-02-08","1","4X4","Travis Scott","LW","-","PEAK"
"502","2025-02-08","2","Die With A Smile","Lady Gaga & Bruno Mars","LW","1","PEAK"
"503","2025-02-08","3","APT.","ROSE & Bruno Mars","LW","3","PEAK"
"504","2025-02-08","4","Luther","Kendrick Lamar & SZA","LW","5","PEAK"
"505","2025-02-08","5","A Bar Song (Tipsy)","Shaboozey","LW","4","PEAK"
"506","2025-02-08","6","Lose Control","Teddy Swims","LW","7","PEAK"
"507","2025-02-08","7","Birds Of A Feather","Billie Eilish","LW","6","PEAK"
"508","2025-02-08","8","DTMF","Bad Bunny","LW","2","PEAK"
"509","2025-02-08","9","That's So True","Gracie Abrams","LW","8","PEAK"
"510","2025-02-08","10","Love Somebody","Morgan Wallen","LW","10","PEAK"
"511","2025-02-08","11","TV Off","Kendrick Lamar Featuring Lefty Gunplay","LW","13","PEAK"
"512","2025-02-08","12","I Had Some Help","Post Malone Featuring Morgan Wallen","LW","12","PEAK"
"513","2025-02-08","13","Espresso","Sabrina Carpenter","LW","11","PEAK"
"514","2025-02-08","14","Messy","Lola Young","LW","24","PEAK"
"515","2025-02-08","15","Beautiful Things","Benson Boone","LW","16","PEAK"
"516","2025-02-08","16","Baile Inolvidable","Bad Bunny","LW","9","PEAK"
"517","2025-02-08","17","Fat Juicy & Wet","Sexyy Red & Bruno Mars","LW","-","PEAK"
"518","2025-02-08","18","Timeless","The Weeknd & Playboi Carti","LW","17","PEAK"
"519","2025-02-08","19","Taste","Sabrina Carpenter","LW","14","PEAK"
"520","2025-02-08","20","30 For 30","SZA With Kendrick Lamar","LW","23","PEAK"
"521","2025-02-08","21","Sports Car","Tate McRae","LW","-","PEAK"
"522","2025-02-08","22","Smile","Morgan Wallen","LW","18","PEAK"
"523","2025-02-08","23","Squabble Up","Kendrick Lamar","LW","21","PEAK"
"524","2025-02-08","24","Too Sweet","Hozier","LW","20","PEAK"
"525","2025-02-08","25","Sticky","Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne","LW","19","PEAK"
"526","2025-02-08","26","Stargazing","Myles Smith","LW","22","PEAK"
"527","2025-02-08","27","Nuevayol","Bad Bunny","LW","15","PEAK"
"528","2025-02-08","28","High Road","Koe Wetzel & Jessie Murph","LW","28","PEAK"
"529","2025-02-08","29","Not Like Us","Kendrick Lamar","LW","29","PEAK"
"530","2025-02-08","30","Good Luck, Babe!","Chappell Roan","LW","27","PEAK"
"531","2025-02-08","31","Who","Jimin","LW","25","PEAK"
"532","2025-02-08","32","BMF","SZA","LW","31","PEAK"
"533","2025-02-08","33","Whatchu Kno About Me","GloRilla & Sexyy Red","LW","32","PEAK"
"534","2025-02-08","34","Sailor Song","Gigi Perez","LW","33","PEAK"
"535","2025-02-08","35","Voy A Llevarte Pa PR","Bad Bunny","LW","26","PEAK"
"536","2025-02-08","36","Bed Chem","Sabrina Carpenter","LW","35","PEAK"
"537","2025-02-08","37","No One Noticed","The Marias","LW","37","PEAK"
"538","2025-02-08","38","Liar","Jelly Roll","LW","41","PEAK"
"539","2025-02-08","39","EOO","Bad Bunny","LW","30","PEAK"
"540","2025-02-08","40RE-ENTRY","Residuals","Chris Brown","LW","-","PEAK"
"541","2025-02-08","41","I Am Not Okay","Jelly Roll","LW","40","PEAK"
"542","2025-02-08","42","Bad Dreams","Teddy Swims","LW","57","PEAK"
"543","2025-02-08","43","Loco","Neton Vega","LW","43","PEAK"
"544","2025-02-08","44","I Never Lie","Zach Top","LW","48","PEAK"
"545","2025-02-08","45","Pink Pony Club","Chappell Roan","LW","46","PEAK"
"546","2025-02-08","46","Wildflower","Billie Eilish","LW","42","PEAK"
"547","2025-02-08","47","Velda","Bad Bunny, Omar Courtz & Dei V","LW","34","PEAK"
"548","2025-02-08","48","Tweaker","GELO","LW","38","PEAK"
"549","2025-02-08","49","Please Please Please","Sabrina Carpenter","LW","45","PEAK"
"550","2025-02-08","50","Indigo","Sam Barber Featuring Avery Anna","LW","49","PEAK"
"551","2025-02-08","51","El Club","Bad Bunny","LW","36","PEAK"
"552","2025-02-08","52","4x4xU","Lainey Wilson","LW","52","PEAK"
"553","2025-02-08","53","I'm Gonna Love You","Cody Johnson & Carrie Underwood","LW","51","PEAK"
"554","2025-02-08","54","Like Him","Tyler, The Creator Featuring Lola Young","LW","54","PEAK"
"555","2025-02-08","55","Denial Is A River","Doechii","LW","56","PEAK"
"556","2025-02-08","56","Weltita","Bad Bunny & Chuwi","LW","39","PEAK"
"557","2025-02-08","57","Good News","Shaboozey","LW","62","PEAK"
"558","2025-02-08","58","Haunted","Kane Brown With Jelly Roll","LW","-","PEAK"
"559","2025-02-08","59","I Ain't Sayin'","Jordan Davis","LW","64","PEAK"
"560","2025-02-08","60","Think I'm In Love With You","Chris Stapleton","LW","63","PEAK"
"561","2025-02-08","61","Que Pasaria...","Rauw Alejandro & Bad Bunny","LW","55","PEAK"
"562","2025-02-08","62","Perfumito Nuevo","Bad Bunny & RaiNao","LW","44","PEAK"
"563","2025-02-08","63","Are You Even Real","Teddy Swims & GIVEON","LW","74","PEAK"
"564","2025-02-08","64","Kloufrens","Bad Bunny","LW","50","PEAK"
"565","2025-02-08","65","Tu Boda","Oscar Maydon & Fuerza Regida","LW","60","PEAK"
"566","2025-02-08","66","Diet Pepsi","Addison Rae","LW","71","PEAK"
"567","2025-02-08","67","Guy For That","Post Malone Featuring Luke Combs","LW","67","PEAK"
"568","2025-02-08","68","Am I Okay?","Megan Moroney","LW","70","PEAK"
"569","2025-02-08","69","Ketu Tecre","Bad Bunny","LW","53","PEAK"
"570","2025-02-08","70","Heart Of A Woman","Summer Walker","LW","72","PEAK"
"571","2025-02-08","71","The Largest","BigXthaPlug","LW","82","PEAK"
"572","2025-02-08","72","No Pole","Don Toliver","LW","68","PEAK"
"573","2025-02-08","73","Blue Jean Baby","Zach Bryan","LW","-","PEAK"
"574","2025-02-08","74","It's Ok I'm Ok","Tate McRae","LW","87","PEAK"
"575","2025-02-08","75","Help Me","Real Boston Richey","LW","75","PEAK"
"576","2025-02-08","76","Peekaboo","Kendrick Lamar Featuring AzChike","LW","79","PEAK"
"577","2025-02-08","77","Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future","LW","69","PEAK"
"578","2025-02-08","78","Cafe Con Ron","Bad Bunny & Los Pleneros de La Cresta","LW","58","PEAK"
"579","2025-02-08","79","Backseat Driver","Kane Brown","LW","-","PEAK"
"580","2025-02-08","80","Bokete","Bad Bunny","LW","59","PEAK"
"581","2025-02-08","81","GBP","Central Cee Featuring 21 Savage","LW","92","PEAK"
"582","2025-02-08","82","Turista","Bad Bunny","LW","61","PEAK"
"583","2025-02-08","83","The Days","CHRYSTAL","LW","84","PEAK"
"584","2025-02-08","84","Burning Down","Alex Warren","LW","83","PEAK"
"585","2025-02-08","85","Weren't For The Wind","Ella Langley","LW","-","PEAK"
"586","2025-02-08","86","Nadie","Tito Double P","LW","78","PEAK"
"587","2025-02-08","87","Rosones","Tito Double P","LW","76","PEAK"
"588","2025-02-08","88","Hey Now","Kendrick Lamar Featuring Dody6","LW","90","PEAK"
"589","2025-02-08","89","Push 2 Start","Tyla","LW","88","PEAK"
"590","2025-02-08","90","Forever Young","David Guetta, Alphaville & Ava Max","LW","93","PEAK"
"591","2025-02-08","91","Headlock","Imogen Heap","LW","98","PEAK"
"592","2025-02-08","92","La Mudanza","Bad Bunny","LW","66","PEAK"
"593","2025-02-08","93RE-ENTRY","Holy Smokes","Bailey Zimmerman","LW","-","PEAK"
"594","2025-02-08","94","Pitorro de Coco","Bad Bunny","LW","65","PEAK"
"595","2025-02-08","95","Defying Gravity","Cynthia Erivo Featuring Ariana Grande","LW","80","PEAK"
"596","2025-02-08","96","Khe?","Rauw Alejandro & Romeo Santos","LW","86","PEAK"
"597","2025-02-08","97","Me Jalo","Fuerza Regida & Grupo Frontera","LW","-","PEAK"
"598","2025-02-08","98","Wondering Why","The Red Clay Strays","LW","100","PEAK"
"599","2025-02-08","99","Boys Back Home","Dylan Marlowe & Dylan Scott","LW","91","PEAK"
"600","2025-02-08","100","Mutt","Leon Thomas","LW","-","PEAK"
"601","2025-02-15","1","Die With A Smile","Lady Gaga & Bruno Mars","LW","2","PEAK"
"602","2025-02-15","2","I'm The Problem","Morgan Wallen","LW","-","PEAK"
"603","2025-02-15","3","Luther","Kendrick Lamar & SZA","LW","4","PEAK"
"604","2025-02-15","4","Birds Of A Feather","Billie Eilish","LW","7","PEAK"
"605","2025-02-15","5","A Bar Song (Tipsy)","Shaboozey","LW","5","PEAK"
"606","2025-02-15","6","APT.","ROSE & Bruno Mars","LW","3","PEAK"
"607","2025-02-15","7","Timeless","The Weeknd & Playboi Carti","LW","18","PEAK"
"608","2025-02-15","8","Lose Control","Teddy Swims","LW","6","PEAK"
"609","2025-02-15","9","Beautiful Things","Benson Boone","LW","15","PEAK"
"610","2025-02-15","10","TV Off","Kendrick Lamar Featuring Lefty Gunplay","LW","11","PEAK"
"611","2025-02-15","11","Love Somebody","Morgan Wallen","LW","10","PEAK"
"612","2025-02-15","12","Cry For Me","The Weeknd","LW","-","PEAK"
"613","2025-02-15","13","That's So True","Gracie Abrams","LW","9","PEAK"
"614","2025-02-15","14","Espresso","Sabrina Carpenter","LW","13","PEAK"
"615","2025-02-15","15","Not Like Us","Kendrick Lamar","LW","29","PEAK"
"616","2025-02-15","16","I Had Some Help","Post Malone Featuring Morgan Wallen","LW","12","PEAK"
"617","2025-02-15","17","DTMF","Bad Bunny","LW","8","PEAK"
"618","2025-02-15","18","Pink Pony Club","Chappell Roan","LW","45","PEAK"
"619","2025-02-15","19","Messy","Lola Young","LW","14","PEAK"
"620","2025-02-15","20","Squabble Up","Kendrick Lamar","LW","23","PEAK"
"621","2025-02-15","21","Taste","Sabrina Carpenter","LW","19","PEAK"
"622","2025-02-15","22","30 For 30","SZA With Kendrick Lamar","LW","20","PEAK"
"623","2025-02-15","23","Good Luck, Babe!","Chappell Roan","LW","30","PEAK"
"624","2025-02-15","24","Too Sweet","Hozier","LW","24","PEAK"
"625","2025-02-15","25","Stargazing","Myles Smith","LW","26","PEAK"
"626","2025-02-15","26","Baile Inolvidable","Bad Bunny","LW","16","PEAK"
"627","2025-02-15","27","Denial Is A River","Doechii","LW","55","PEAK"
"628","2025-02-15","28","Sticky","Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne","LW","25","PEAK"
"629","2025-02-15","29","Abracadabra","Lady Gaga","LW","-","PEAK"
"630","2025-02-15","30","Smile","Morgan Wallen","LW","22","PEAK"
"631","2025-02-15","31","High Road","Koe Wetzel & Jessie Murph","LW","28","PEAK"
"632","2025-02-15","32","Wildflower","Billie Eilish","LW","46","PEAK"
"633","2025-02-15","33","Sports Car","Tate McRae","LW","21","PEAK"
"634","2025-02-15","34","Fat Juicy & Wet","Sexyy Red & Bruno Mars","LW","17","PEAK"
"635","2025-02-15","35","Sailor Song","Gigi Perez","LW","34","PEAK"
"636","2025-02-15","36","Who","Jimin","LW","31","PEAK"
"637","2025-02-15","37","Nuevayol","Bad Bunny","LW","27","PEAK"
"638","2025-02-15","38","Bed Chem","Sabrina Carpenter","LW","36","PEAK"
"639","2025-02-15","39","Whatchu Kno About Me","GloRilla & Sexyy Red","LW","33","PEAK"
"640","2025-02-15","40","No One Noticed","The Marias","LW","37","PEAK"
"641","2025-02-15","41RE-ENTRY","Again","Fetty Wap","LW","-","PEAK"
"642","2025-02-15","42","BMF","SZA","LW","32","PEAK"
"643","2025-02-15","43RE-ENTRY","Sao Paulo","The Weeknd & Anitta","LW","-","PEAK"
"644","2025-02-15","44","Liar","Jelly Roll","LW","38","PEAK"
"645","2025-02-15","45","Wake Me Up","The Weeknd & Justice","LW","-","PEAK"
"646","2025-02-15","46","Baptized In Fear","The Weeknd","LW","-","PEAK"
"647","2025-02-15","47","Please Please Please","Sabrina Carpenter","LW","49","PEAK"
"648","2025-02-15","48","Open Hearts","The Weeknd","LW","-","PEAK"
"649","2025-02-15","49","Loco","Neton Vega","LW","43","PEAK"
"650","2025-02-15","50","I Never Lie","Zach Top","LW","44","PEAK"
"651","2025-02-15","51","Tweaker","GELO","LW","48","PEAK"
"652","2025-02-15","52","Residuals","Chris Brown","LW","40","PEAK"
"653","2025-02-15","53","Reflections Laughing","The Weeknd, Travis Scott & Florence + The Machine","LW","-","PEAK"
"654","2025-02-15","54","4x4xU","Lainey Wilson","LW","52","PEAK"
"655","2025-02-15","55","Voy A Llevarte Pa PR","Bad Bunny","LW","35","PEAK"
"656","2025-02-15","56","Indigo","Sam Barber Featuring Avery Anna","LW","50","PEAK"
"657","2025-02-15","57","4X4","Travis Scott","LW","1","PEAK"
"658","2025-02-15","58","I'm Gonna Love You","Cody Johnson & Carrie Underwood","LW","53","PEAK"
"659","2025-02-15","59","EOO","Bad Bunny","LW","39","PEAK"
"660","2025-02-15","60","Enjoy The Show","The Weeknd & Future","LW","-","PEAK"
"661","2025-02-15","61","Bad Dreams","Teddy Swims","LW","42","PEAK"
"662","2025-02-15","62","Like Him","Tyler, The Creator Featuring Lola Young","LW","54","PEAK"
"663","2025-02-15","63","Good News","Shaboozey","LW","57","PEAK"
"664","2025-02-15","64","Think I'm In Love With You","Chris Stapleton","LW","60","PEAK"
"665","2025-02-15","65","Niagara Falls","The Weeknd","LW","-","PEAK"
"666","2025-02-15","66","I Ain't Sayin'","Jordan Davis","LW","59","PEAK"
"667","2025-02-15","67","Velda","Bad Bunny, Omar Courtz & Dei V","LW","47","PEAK"
"668","2025-02-15","68","The Abyss","The Weeknd & Lana Del Rey","LW","-","PEAK"
"669","2025-02-15","69","Take Me Back To LA","The Weeknd","LW","-","PEAK"
"670","2025-02-15","70","El Club","Bad Bunny","LW","51","PEAK"
